dispute_id,description,category,description_length,word_count,dispute_number,dispute_bin
D1276,I have two identical charges for my child's school fees this term.,DUPLICATE_CHARGE,66,12,1276,"(1230.4, 1435.3]"
D1277,"The website timed out, but it seems to have charged me twice.",DUPLICATE_CHARGE,61,12,1277,"(1230.4, 1435.3]"
D1278,I was debited for a transaction that failed due to a PIN error.,FAILED_TRANSACTION,63,13,1278,"(1230.4, 1435.3]"
D1279,The money left my account but the transfer has not been received by the beneficiary after 3 days.,FAILED_TRANSACTION,97,18,1279,"(1230.4, 1435.3]"
D1280,This is not my spending pattern. This transaction is clearly fraudulent.,FRAUD,72,11,1280,"(1230.4, 1435.3]"
D1281,I received a fake invoice and was tricked into paying this amount.,FRAUD,66,12,1281,"(1230.4, 1435.3]"
D1282,The merchant has confirmed they cancelled the order. I am still waiting for the credit.,REFUND_PENDING,87,15,1282,"(1230.4, 1435.3]"
D1283,The refund for my damaged delivery is taking too long.,REFUND_PENDING,54,10,1283,"(1230.4, 1435.3]"
D1284,The contractor did a poor job and I am disputing the charge for their services.,OTHERS,79,15,1284,"(1230.4, 1435.3]"
D1285,The item I received is missing several key features that were advertised.,OTHERS,73,12,1285,"(1230.4, 1435.3]"
D1286,My card was charged twice at the pump for a single fill-up.,DUPLICATE_CHARGE,59,12,1286,"(1230.4, 1435.3]"
D1287,I can see two debits for one online course registration.,DUPLICATE_CHARGE,56,10,1287,"(1230.4, 1435.3]"
D1288,"My transaction failed, but the money was deducted and not yet refunded.",FAILED_TRANSACTION,71,12,1288,"(1230.4, 1435.3]"
D1289,The payment was debited but the merchant system shows it as 'payment failed'.,FAILED_TRANSACTION,77,13,1289,"(1230.4, 1435.3]"
D1290,My card was used in a different state while I was at home.,FRAUD,58,13,1290,"(1230.4, 1435.3]"
D1291,An unauthorized charge was made to my card after I used it on an unsecured network.,FRAUD,83,16,1291,"(1230.4, 1435.3]"
D1292,The refund for the returned electronics has been pending for over 30 days.,REFUND_PENDING,74,13,1292,"(1230.4, 1435.3]"
D1293,I'm waiting for a reimbursement for a charge that the merchant agreed was an error.,REFUND_PENDING,83,15,1293,"(1230.4, 1435.3]"
D1294,I have been billed for an item that was supposed to be included in the main package.,OTHERS,84,17,1294,"(1230.4, 1435.3]"
D1295,"This charge is from a restaurant, but the amount is far more than what my bill was.",OTHERS,83,17,1295,"(1230.4, 1435.3]"
D1296,My monthly donation was processed twice in one week.,DUPLICATE_CHARGE,52,9,1296,"(1230.4, 1435.3]"
D1297,I believe there was a glitch that led to my card being billed twice.,DUPLICATE_CHARGE,68,14,1297,"(1230.4, 1435.3]"
D1298,The payment didn't go through but the amount is held against my credit limit.,FAILED_TRANSACTION,77,14,1298,"(1230.4, 1435.3]"
D1299,My account was debited but the bill payment was not successful.,FAILED_TRANSACTION,63,11,1299,"(1230.4, 1435.3]"
D1300,I don't recognize this company or the charge. It must be fraud.,FRAUD,63,12,1300,"(1230.4, 1435.3]"
D1301,This is a fraudulent charge for a digital service I have never heard of.,FRAUD,72,14,1301,"(1230.4, 1435.3]"
D1302,The company closed down and I am still waiting for my refund on my pre-order.,REFUND_PENDING,77,15,1302,"(1230.4, 1435.3]"
D1303,I was promised a credit for a service disruption that has not been applied.,REFUND_PENDING,75,14,1303,"(1230.4, 1435.3]"
D1304,The final invoice includes charges for work that was not performed.,OTHERS,67,11,1304,"(1230.4, 1435.3]"
D1305,I am being charged for a premium feature that I did not activate.,OTHERS,65,13,1305,"(1230.4, 1435.3]"
D1306,The auto-debit for my loan was taken twice this month.,DUPLICATE_CHARGE,54,10,1306,"(1230.4, 1435.3]"
D1307,The payment terminal crashed and it appears to have charged me twice.,DUPLICATE_CHARGE,69,12,1307,"(1230.4, 1435.3]"
D1308,My transfer was unsuccessful but the money has not been credited back to my account.,FAILED_TRANSACTION,84,15,1308,"(1230.4, 1435.3]"
D1309,I have been charged but the recipient's account details were incorrect. The money is lost.,FAILED_TRANSACTION,90,15,1309,"(1230.4, 1435.3]"
D1310,"I was the victim of a phishing email, which led to this fraudulent charge.",FRAUD,74,14,1310,"(1230.4, 1435.3]"
D1311,My card was used for a large cash withdrawal in another country.,FRAUD,64,12,1311,"(1230.4, 1435.3]"
D1312,The refund for the returned item has not appeared on my statement.,REFUND_PENDING,66,12,1312,"(1230.4, 1435.3]"
D1313,I have been waiting for a refund for a cancelled subscription for two months.,REFUND_PENDING,77,14,1313,"(1230.4, 1435.3]"
D1314,"The hotel charged me a smoking fee, but I do not smoke.",OTHERS,55,12,1314,"(1230.4, 1435.3]"
D1315,The item is of substantially lower quality than advertised.,OTHERS,59,9,1315,"(1230.4, 1435.3]"
D1316,"I paid my bill, and then my auto-payment paid it again.",DUPLICATE_CHARGE,55,11,1316,"(1230.4, 1435.3]"
D1317,I was billed twice for a single mobile app purchase.,DUPLICATE_CHARGE,52,10,1317,"(1230.4, 1435.3]"
D1318,"My payment failed, but the amount was deducted from my bank balance.",FAILED_TRANSACTION,68,12,1318,"(1230.4, 1435.3]"
D1319,The transaction did not succeed but the money has been taken from my account.,FAILED_TRANSACTION,77,14,1319,"(1230.4, 1435.3]"
D1320,This unauthorized transaction occurred just after my personal data was breached.,FRAUD,80,11,1320,"(1230.4, 1435.3]"
D1321,My elderly parent was scammed into making this payment.,FRAUD,55,9,1321,"(1230.4, 1435.3]"
D1322,I am still waiting for a refund that was confirmed by the merchant via email.,REFUND_PENDING,77,15,1322,"(1230.4, 1435.3]"
D1323,"The credit for my returned order is still being processed, it has been too long.",REFUND_PENDING,80,15,1323,"(1230.4, 1435.3]"
D1324,I was overcharged for the weight of the vegetables at the grocery store.,OTHERS,72,13,1324,"(1230.4, 1435.3]"
D1325,This charge is for a service I cancelled according to the provider's own terms.,OTHERS,79,14,1325,"(1230.4, 1435.3]"
D1326,I was charged twice for the same tank of gas.,DUPLICATE_CHARGE,45,10,1326,"(1230.4, 1435.3]"
D1327,There are two identical debits for one online transaction.,DUPLICATE_CHARGE,58,9,1327,"(1230.4, 1435.3]"
D1328,The payment was declined by my bank but the merchant system seems to have charged me anyway.,FAILED_TRANSACTION,92,17,1328,"(1230.4, 1435.3]"
D1329,The amount was taken from my account but the money transfer did not complete.,FAILED_TRANSACTION,77,14,1329,"(1230.4, 1435.3]"
D1330,My card was used to make several donations to a charity I have never supported.,FRAUD,79,15,1330,"(1230.4, 1435.3]"
D1331,I suspect a dishonest employee skimmed my card details at a restaurant.,FRAUD,71,12,1331,"(1230.4, 1435.3]"
D1332,My refund for a cancelled event has been pending for over 60 days.,REFUND_PENDING,66,13,1332,"(1230.4, 1435.3]"
D1333,I am still waiting for the reimbursement of a security deposit for a rental.,REFUND_PENDING,76,14,1333,"(1230.4, 1435.3]"
D1334,The service provided was not completed to a satisfactory standard.,OTHERS,66,10,1334,"(1230.4, 1435.3]"
D1335,This transaction has an incorrect merchant category code.,OTHERS,57,8,1335,"(1230.4, 1435.3]"
D1336,A payment was taken on my old card and my new card for the same subscription.,DUPLICATE_CHARGE,77,16,1336,"(1230.4, 1435.3]"
D1337,The app froze and I was charged twice for the same booking.,DUPLICATE_CHARGE,59,12,1337,"(1230.4, 1435.3]"
D1338,I was debited but the recharge failed due to a provider issue.,FAILED_TRANSACTION,62,12,1338,"(1230.4, 1435.3]"
D1339,The transaction shows successful but the merchant claims they have not received the money.,FAILED_TRANSACTION,90,14,1339,"(1230.4, 1435.3]"
D1340,This charge is for a product I never received. I believe the company is a scam.,FRAUD,79,16,1340,"(1230.4, 1435.3]"
D1341,An unauthorized cash advance was made on my credit card.,FRAUD,56,10,1341,"(1230.4, 1435.3]"
D1342,The refund for my undelivered package has been approved but not credited.,REFUND_PENDING,73,12,1342,"(1230.4, 1435.3]"
D1343,I am awaiting a refund for a faulty item that I returned weeks ago.,REFUND_PENDING,67,14,1343,"(1230.4, 1435.3]"
D1344,The price I was charged in-store is different from the online price for the same item.,OTHERS,86,16,1344,"(1230.4, 1435.3]"
D1345,I am disputing this charge due to a breach of contract by the service provider.,OTHERS,79,15,1345,"(1230.4, 1435.3]"
D1346,My food delivery order was billed twice.,DUPLICATE_CHARGE,40,7,1346,"(1230.4, 1435.3]"
D1347,I can see two identical charges for my monthly gym membership.,DUPLICATE_CHARGE,62,11,1347,"(1230.4, 1435.3]"
D1348,My card was charged but the order was not processed.,FAILED_TRANSACTION,52,10,1348,"(1230.4, 1435.3]"
D1349,The payment did not go through but the amount has not been released from my account.,FAILED_TRANSACTION,84,16,1349,"(1230.4, 1435.3]"
D1350,This is a fraudulent charge. I was not even in the country when it was made.,FRAUD,76,16,1350,"(1230.4, 1435.3]"
D1351,"My computer was infected with a virus, which led to this unauthorized purchase.",FRAUD,79,13,1351,"(1230.4, 1435.3]"
D1352,I am still waiting for a promised refund for a service outage.,REFUND_PENDING,62,12,1352,"(1230.4, 1435.3]"
D1353,The merchant's return system is down and I cannot get my refund.,REFUND_PENDING,64,12,1353,"(1230.4, 1435.3]"
D1354,The vehicle I was given was a lower category than what I paid for.,OTHERS,66,14,1354,"(1230.4, 1435.3]"
D1355,The subscription was auto-renewed against my explicit instruction to cancel.,OTHERS,76,10,1355,"(1230.4, 1435.3]"
D1356,My card was charged twice in quick succession at the same merchant.,DUPLICATE_CHARGE,67,12,1356,"(1230.4, 1435.3]"
D1357,A single click on the 'pay' button resulted in two charges.,DUPLICATE_CHARGE,59,11,1357,"(1230.4, 1435.3]"
D1358,The money was debited but the ticket was not issued due to an error.,FAILED_TRANSACTION,68,14,1358,"(1230.4, 1435.3]"
D1359,"The transaction is stuck, the money is gone, and the merchant has not been paid.",FAILED_TRANSACTION,80,15,1359,"(1230.4, 1435.3]"
D1360,My card information was stolen and used to buy gift cards online.,FRAUD,65,12,1360,"(1230.4, 1435.3]"
D1361,This transaction was made by someone who has stolen my identity.,FRAUD,64,11,1361,"(1230.4, 1435.3]"
D1362,My refund for a cancelled trip is still pending approval.,REFUND_PENDING,57,10,1362,"(1230.4, 1435.3]"
D1363,The seller is ignoring my emails regarding the refund for a returned item.,REFUND_PENDING,74,13,1363,"(1230.4, 1435.3]"
D1364,I was charged for a three-course meal but the dessert was not served.,OTHERS,69,13,1364,"(1230.4, 1435.3]"
D1365,The company is not honouring its 'money back guarantee'.,OTHERS,56,9,1365,"(1230.4, 1435.3]"
D1366,My wife's card and my card were both charged for the same family dinner.,DUPLICATE_CHARGE,72,14,1366,"(1230.4, 1435.3]"
D1367,I was billed twice for a digital subscription in the same month.,DUPLICATE_CHARGE,64,12,1367,"(1230.4, 1435.3]"
D1368,"The payment was debited, but the transfer did not go through to the beneficiary.",FAILED_TRANSACTION,80,14,1368,"(1230.4, 1435.3]"
D1369,My account was charged but the merchant's website says 'payment declined'.,FAILED_TRANSACTION,74,11,1369,"(1230.4, 1435.3]"
D1370,I found this unauthorized charge on my elderly father's bank statement.,FRAUD,71,11,1370,"(1230.4, 1435.3]"
D1371,Someone used my details to sign up for a service and this is the charge.,FRAUD,72,15,1371,"(1230.4, 1435.3]"
D1372,I am still waiting for a refund for a product that was recalled.,REFUND_PENDING,64,13,1372,"(1230.4, 1435.3]"
D1373,The credit for a cancelled order has not been applied to my account yet.,REFUND_PENDING,72,14,1373,"(1230.4, 1435.3]"
D1374,The 'final' bill from the contractor included a number of unexpected charges.,OTHERS,77,12,1374,"(1230.4, 1435.3]"
D1375,I'm disputing the condition of the rental property for which I was charged.,OTHERS,75,13,1375,"(1230.4, 1435.3]"
D1376,I was billed twice for a single entry to the car park.,DUPLICATE_CHARGE,54,12,1376,"(1230.4, 1435.3]"
D1377,A single grocery shop has appeared twice on my bank statement.,DUPLICATE_CHARGE,62,11,1377,"(1230.4, 1435.3]"
D1378,"My transfer to my own account in another bank failed, but the money was deducted.",FAILED_TRANSACTION,81,15,1378,"(1230.4, 1435.3]"
D1379,"The transaction failed, but the amount is still being held as a pending charge.",FAILED_TRANSACTION,79,14,1379,"(1230.4, 1435.3]"
D1380,This is a fraudulent charge for an item I never ordered or received.,FRAUD,68,13,1380,"(1230.4, 1435.3]"
D1381,My card was used to make a political donation that I did not approve.,FRAUD,69,14,1381,"(1230.4, 1435.3]"
D1382,I am waiting for a refund that was agreed upon during a mediation with the seller.,REFUND_PENDING,82,16,1382,"(1230.4, 1435.3]"
D1383,The refund for a duplicate transaction is still pending from last month.,REFUND_PENDING,72,12,1383,"(1230.4, 1435.3]"
D1384,I have been overcharged for my mobile data usage this month.,OTHERS,60,11,1384,"(1230.4, 1435.3]"
D1385,The service provided was not what was promised in the contract.,OTHERS,63,11,1385,"(1230.4, 1435.3]"
D1386,My card was charged twice for the same set of tickets.,DUPLICATE_CHARGE,54,11,1386,"(1230.4, 1435.3]"
D1387,I can see two identical payments to the same online service.,DUPLICATE_CHARGE,60,11,1387,"(1230.4, 1435.3]"
D1388,"The money has been debited, but my bill is still showing as due.",FAILED_TRANSACTION,64,13,1388,"(1230.4, 1435.3]"
D1389,"The payment from my account was successful, but the merchant never received it.",FAILED_TRANSACTION,79,13,1389,"(1230.4, 1435.3]"
D1390,My account has been compromised. This transaction is a result of that breach.,FRAUD,77,13,1390,"(1230.4, 1435.3]"
D1391,This charge is for a fake anti-virus software that scammed me.,FRAUD,62,11,1391,"(1230.4, 1435.3]"
D1392,The refund for a returned gift is still not processed.,REFUND_PENDING,54,10,1392,"(1230.4, 1435.3]"
D1393,I'm still waiting for a credit from my utility company for an overpayment.,REFUND_PENDING,74,13,1393,"(1230.4, 1435.3]"
D1394,The final price was much higher than the verbal estimate I was given.,OTHERS,69,13,1394,"(1230.4, 1435.3]"
D1395,"The item arrived with parts missing, and the seller is unresponsive.",OTHERS,68,11,1395,"(1230.4, 1435.3]"
D1396,A single order was split into two shipments and I was charged twice for the full order.,DUPLICATE_CHARGE,87,17,1396,"(1230.4, 1435.3]"
D1397,The network was bad and it seems the payment went through twice.,DUPLICATE_CHARGE,64,12,1397,"(1230.4, 1435.3]"
D1398,My account was debited for a transfer that failed to process.,FAILED_TRANSACTION,61,11,1398,"(1230.4, 1435.3]"
D1399,"I was charged, but the recipient's account is frozen and did not receive the money.",FAILED_TRANSACTION,83,15,1399,"(1230.4, 1435.3]"
D1400,I don't recognize this debit. Please investigate this as a potential fraud.,FRAUD,75,12,1400,"(1230.4, 1435.3]"
D1401,This is a fraudulent charge from a merchant pretending to be a well-known brand.,FRAUD,80,14,1401,"(1230.4, 1435.3]"
D1402,The company promised a refund within 14 days. It is now day 30.,REFUND_PENDING,63,13,1402,"(1230.4, 1435.3]"
D1403,I am waiting for the refund for an event that was cancelled by the organizers.,REFUND_PENDING,78,15,1403,"(1230.4, 1435.3]"
D1404,"I was billed for drinks from the mini-bar, but I never took any.",OTHERS,64,13,1404,"(1230.4, 1435.3]"
D1405,The car I rented had a mechanical issue. I am disputing the charge for the rental.,OTHERS,82,16,1405,"(1230.4, 1435.3]"
D1406,"My card was charged for my order, and my PayPal account was charged too.",DUPLICATE_CHARGE,72,14,1406,"(1230.4, 1435.3]"
